normalized_name,display_name_variants,variant_count,occurrence_count,recipe_count,dominant_kind,nutrition_match_status,nutrition_reference_name,nutrition_matched_alias,nutrition_source,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,primary_ingredient_hits,quantity_examples,category_examples,recipe_examples,note_examples
succo d arancia,Succo D'arancia (525),1,525,522,ingredient,unmatched,,,,,,,,88,1/3 (45) | 1/4 (43) | 1/6 (34) | 1/5 (29) | 1 Cucchiaio (26),Antipasto | Bevande | Carne | Contorno | Dessert,57 Chevy | A Lulu | Abate | Absolut Trouble | Absoluto,Preparazione: 25 minuti. Cottura: 5 minuti. Calorie: 172. | Luogo: Svizzera. | Luogo: Stati Uniti.
uvetta sultanina,Uvetta Sultanina (505),1,505,504,ingredient,unmatched,,,,,,,,65,50 G (99) | 100 G (78) | 30 G (42) | 1 Cucchiaio (27) | 150 G (23),Antipasto | Bevande | Carne | Contorno | Dessert,Acciughe In Saor | Aceto Temperato All'uva Passa | Agghiotta Di Pesce Spada (2) | Agnolotti Di Zucca | Alici Affogate Nel Broccolo Romano,Luogo: Sicilia. | Luogo: Colombia. | Preparazione: 10 minuti. Cottura: 40 minuti. Calorie: 534.
pomodori pelati,Pomodori Pelati (503),1,503,503,ingredient,unmatched,,,,,,,,42,400 G (70) | 250 G (48) | 500 G (47) | 300 G (42) | 1 Scatola (40),Antipasto | Carne | Contorno | Pesce | Pollame,Abbraccio Di Mezze Maniche | Agnello Alla Cacciatora | Agnello Marinato | Agnello Saporito | Anguilla In Brodetto,Luogo: Messico. | Preparazione: 15 minuti. Cottura: 60 minuti. | Luogo: Calabria.
ricotta,Ricotta (491),1,491,489,ingredient,unmatched,,,,,,,,220,200 G (93) | 300 G (64) | 150 G (54) | 100 G (52) | 250 G (50),Antipasto | Carne | Contorno | Dessert | Pesce,Agnolotti Ricotta E Spinaci Decorati Con Ravanelli | Alberello Di Ricotta Con Agrumi E Fondente | Anatra Ripiena Alla Salsa Di Rape | Anello Di Patate E Cavolfiore | Antipasto Di Pomodori,Luogo: Veneto. | Preparazione: 25 minuti. Calorie: 210. | Luogo: Molise.
pinoli,Pinoli (482),1,482,482,ingredient,unmatched,,,,,,,,30,50 G (74) | 30 G (66) | 1 Cucchiaio (57) | 20 G (34) | 40 G (26),Antipasto | Carne | Contorno | Dessert | Pesce,Acciughe In Saor | Agghiotta Di Pesce Spada (2) | Alici Affogate Nel Broccolo Romano | Alici Allinguate Su Caponata Al Miele | Alici Farcite Con Insalata,Luogo: Sicilia. | Cottura: 20 minuti. | Luogo: Austria.
formaggio grana grattugiato,Formaggio Grana Grattugiato (470) | Formaggio Grana Grattugiato. (3),2,473,471,ingredient,unmatched,,,,,,,,0,50 G (47) | 2 Cucchiai (34) | 4 Cucchiai (33) | 60 G (21) | 40 G (20),Antipasto | Carne | Contorno | Dessert | Pesce,Alette Di Pollo Ripiene Fritte | Anello Di Spinaci | Arancine Di Riso | Arancini Allo Speck | Arancini Farciti,Luogo: Sicilia. Luogo: Siracusa. Luogo: Enna. Luogo: Caltanissetta. Luogo: Messina. Preparazione: 60 minuti. | Preparazione: 10 minuti. Cottura: 5 minuti. | Preparazione: 20 minuti. Cottura: 30 minuti.
pepe bianco,Pepe Bianco (468) | Pepe Bianco. (1),2,469,453,ingredient,unmatched,,,,,,,,0,1 Pizzico (40) | 1 Macinata (19) | Poco (7) | 10 Grani (6) | 3 Grani (5),Antipasto | Bevande | Carne | Contorno | Dessert,Acciughe Al Pomodoro | Acciughe Alla Pizzaiola | Acciughe Crude Al Limone | Aguglie Arrostite | Alici Al Pomodoro,Luogo: Messico. | Luogo: Piemonte. Luogo: Vercelli. Preparazione e cottura: 60 minuti. Riposo della pasta: 6 ore. | Luogo: Friuli.
panna liquida,Panna Liquida (462),1,462,460,ingredient,unmatched,,,,,,,,11,1/3 (29) | 2 Cucchiai (28) | 10 Cl (28) | 1 Bicchiere (27) | 1 Cucchiaio (27),Antipasto | Bevande | Carne | Contorno | Dessert,17 Marzo | Adri | Alexandar The World | Alexander (8) | Alexander (9),Preparazione: 120 minuti. | Luogo: Stati Uniti. | Preparazione: 75 minuti.
scorza di limone,Scorza Di Limone (456),1,456,455,ingredient,alias,Limone,limoni,local-seed,29,1.1,0.3,9.3,1,1 (302) | 1 Spirale (31) | 1 Pezzetto (10) | 1 Spirale Lunga (6) | 1 Spruzzo (5),Antipasto | Bevande | Carne | Contorno | Dessert,A. B. C. | Abc | Abissinia | Absinthe Cocktail (2) | Aceto Aromatico Per Insalate Con La Frutta,Luogo: Austria. | Ricetta adatta a: bambini piccoli. | Ricetta adatta a: vegetariani.
zucchine,Zucchine (443),1,443,443,ingredient,exact,Zucchine,,local-seed,17,1.2,0.3,3.1,231,2 (123) | 4 (47) | 3 (40) | 500 G (30) | 300 G (27),Antipasto | Bevande | Carne | Contorno | Dessert,Agnello Con Ratatouille Di Verdure | Anelli Siciliani In Zuppa Alla Piemontese | Antipasto Del Vegetariano | Antipasto Di Verdure (2) | Arrosto Aromatico,Cottura: 25 minuti. | Preparazione: 60 minuti. | Ricetta adatta a: bambini piccoli.
prosciutto cotto,Prosciutto Cotto (436),1,436,434,ingredient,unmatched,,,,,,,,33,100 G (137) | 150 G (48) | 50 G (40) | 200 G (36) | 4 Fette (22),Antipasto | Carne | Contorno | Dessert | Pesce,Abbraccio Di Mezze Maniche | Agnolotti Alla Piemontese (2) | Anatra Farcita Al Miele | Anello Al Prosciutto Con Salsa Di Funghi | Antipasto All'italiana,Luogo: Piemonte. | Preparazione: 15 minuti. Cottura: 5 minuti. | Luogo: Lombardia.
menta,Menta (420),1,420,406,ingredient,unmatched,,,,,,,,29,Alcune Foglie (118) | 1 Rametto (31) | 1 Foglia (27) | 1 Ciuffo (16) | 10 Foglie (12),Antipasto | Bevande | Carne | Contorno | Dessert,Aceto Alla Menta | Aceto Aromatico (5) | Aceto Aromatico Per Insalate | Aceto Dei 10 Aromi | Agnello Alle Olive,Luogo: Germania. | Luogo: Messico. | Luogo: Lombardia.
maionese,Maionese (406),1,406,403,ingredient,unmatched,,,,,,,,52,1 Tazza (44) | 2 Cucchiai (27) | 100 G (21) | 1/2 Tazza (13) | 150 G (13),Antipasto | Carne | Contorno | Dessert | Pesce,Ananas En Sauce D'avocat | Ananas In Salsa D'avocado | Antipasti Di Scampi | Antipasto Al Tartufo | Antipasto Alla Francese,Luogo: Francia. | Luogo: Norvegia. | Luogo: Giamaica.
vermouth dry,Vermouth Dry (404),1,404,404,ingredient,unmatched,,,,,,,,91,1/4 (80) | 1/3 (74) | 1/6 (37) | 1/5 (35) | 1/2 (25),Bevande | Pesce | Salsa,A. B. C. | Abc | Accordion | Affinity | Affinity (2),Luogo: Irlanda. | Luogo: Francia.
farina bianca,Farina Bianca (393),1,393,385,ingredient,unmatched,,,,,,,,11,100 G (30) | 200 G (30) | 250 G (29) | 150 G (25) | 500 G (18),Antipasto | Carne | Contorno | Dessert | Pesce,Amaretti Morbidi (2) | Andrevi | Anelli Di Patate E Spinaci | Apfelpfannkuchen | Arrosto Di Vitello Ai Funghi,Preparazione: 90 minuti. | Preparazione: 30 minuti. | Cottura: 25 minuti.
formaggio grattugiato,Formaggio Grattugiato (391),1,391,388,ingredient,unmatched,,,,,,,,0,50 G (37) | 2 Cucchiai (30) | 40 G (23) | 1 Cucchiaio (22) | Abbondante (19),Antipasto | Carne | Contorno | Dessert | Pesce,Acciughe Ripiene (2) | Agnolotti Alla Piemontese (2) | Anello Di Patate E Cavolfiore | Arancini Di Riso | Arancini Di Riso (2),Luogo: Piemonte. | Luogo: Veneto. Luogo: Vicenza. | Preparazione: 20 minuti. Cottura: 20 minuti. Calorie: 230.
cointreau,Cointreau (368),1,368,367,ingredient,unmatched,,,,,,,,99,2/10 (47) | 1/3 (45) | 1/4 (43) | 3/10 (30) | 1/6 (27),Bevande | Dessert | Salsa,1908 | 333 | A B C (amici Bevete Cointreau) | Absoluto | Acapulco (5),Preparazione: 20 minuti. | Preparazione: 15 minuti. | Luogo: Campania. Luogo: Sorrento.
vino rosso,Vino Rosso (366),1,366,366,ingredient,unmatched,,,,,,,,50,1 Bicchiere (77) | 1/2 Bicchiere (40) | 100 Cl (40) | 50 Cl (22) | 25 Cl (16),Antipasto | Bevande | Carne | Contorno | Dessert,4 Luglio | Aceto Ai Lamponi (4) | Aceto Rosso | Aceto Rosso Schiarito | Agnello All'aceto Balsamico Tradizionale,Luogo: Germania. | Luogo: Toscana. | Preparazione: 120 minuti.
panna montata,Panna Montata (359),1,359,353,ingredient,unmatched,,,,,,,,9,200 G (19) | 25 Cl (18) | 2 Cucchiai (16) | 100 G (15) | 50 Cl (14),Antipasto | Bevande | Contorno | Dessert | Pesce,Alba (3) | Ananas Con Crema Di Banane | Ananas Con La Panna | Aragosta Alle Due Salse | Arance Alla Panna,Luogo: Finlandia. | Luogo: Austria. | Cottura: 45 minuti.
chiodi di garofano,Chiodi Di Garofano (358),1,358,356,ingredient,unmatched,,,,,,,,3,2 (112) | 3 (45) | 4 (33) | 6 (18) | Alcuni (16),Antipasto | Bevande | Carne | Contorno | Dessert,Aceto Agli Aromi Misti | Aceto Ai 5 Fiori | Aceto Ai Fichi Secchi | Aceto Al Rafano E Scalogno | Aceto Alla Cipolla,Luogo: Giamaica. | Luogo: Lombardia. Luogo: Lecco. Luogo: Como. Luogo: Sondrio. Preparazione: 60 minuti. | Luogo: Piemonte. Luogo: Alba. Marinata: 36 ore. Cottura: 180 minuti.
vodka,Vodka (352),1,352,351,ingredient,unmatched,,,,,,,,209,1/3 (33) | 1 Bicchierino (24) | 2/4 (24) | 3/4 (24) | 1/4 (19),Antipasto | Bevande | Carne | Contorno | Dessert,57 Chevy | Accordo | Adriatico | Alfonso Red | Alibabà,Luogo: Romania. | Preparazione: 5 minuti. Cottura: 20 minuti. Calorie: 421. | Preparazione: 20 minuti.
scalogno,Scalogno (348),1,348,348,ingredient,unmatched,,,,,,,,4,1 (276) | 1/2 (19) | 50 G (6) | 30 G (5) | 80 G (3),Antipasto | Bevande | Carne | Contorno | Pesce,Aceto Agli Aromi | Aceto Agli Aromi Misti | Aceto Al Rafano E Scalogno | Aceto Alla Liquirizia E Ibiscus | Aceto Alla Menta (5),Preparazione: 50 minuti. Calorie: 250. | Preparazione: 20 minuti. Cottura: 10 minuti. | Preparazione: 20 minuti. Cottura: 40 minuti. Calorie: 400.
aceto di vino bianco,Aceto Di Vino Bianco (346),1,346,346,ingredient,unmatched,,,,,,,,18,100 Cl (49) | 2 Cucchiai (35) | 1 Cucchiaio (27) | 50 Cl (22) | 1/2 Bicchiere (19),Antipasto | Bevande | Carne | Contorno | Dessert,Abbacchio Alla Cacciatora (2) | Abbacchio Alla Cacciatora (4) | Abbacchio Alla Romana (2) | Abbacchio Alla Romana (3) | Acciughe Alla Povera (2),Luogo: Liguria. Luogo: La Spezia. Preparazione: 20 minuti. | Luogo: Toscana. | Luogo: Lazio. Luogo: Roma. Calorie: 649.
angostura,Angostura (344),1,344,344,ingredient,unmatched,,,,,,,,2,1 Spruzzo (139) | 2 Gocce (48) | 2 Spruzzi (42) | 4 Gocce (24) | 1 Goccia (19),Bevande,Abate | Absinthe Cocktail | Adone | Affinity | Affinity (2),Luogo: Irlanda. | Luogo: Messico. | Luogo: Francia.
cioccolato fondente,Cioccolato Fondente (341),1,341,331,ingredient,unmatched,,,,,,,,47,100 G (78) | 150 G (53) | 200 G (48) | 50 G (29) | 250 G (20),Antipasto | Bevande | Carne | Dessert | Primo,Affogato Al Kiwi | Affogato Alla Banana | Affogato Alla Banana (2) | Alberello Di Ricotta Con Agrumi E Fondente | Anguria In Coppa,Luogo: Romania. | Luogo: Piemonte. | Preparazione: 45 minuti.
mozzarella,Mozzarella (338),1,338,338,ingredient,unmatched,,,,,,,,93,1 (85) | 200 G (44) | 100 G (35) | 250 G (31) | 150 G (29),Antipasto | Carne | Contorno | Dessert | Pesce,A Pizza Ca' Pummarola Ncopp' | A Pizza Ca' Pummarola Ncopp' (2) | A Pizza Ca' Pummarola Ncopp' (3) | Antipasto Estivo (2) | Arancini Alla Palermitana,Luogo: Lombardia. | Preparazione e cottura: 35 minuti. | Preparazione e cottura: 40 minuti.
limoni,Limoni (337),1,337,337,ingredient,alias,Limone,limoni,local-seed,29,1.1,0.3,9.3,55,2 (227) | 3 (43) | 4 (17) | 6 (14) | 5 (9),Antipasto | Bevande | Carne | Contorno | Dessert,Acciughe Alle Olive | Acciughe Marinate | Acciughe Marinate (2) | Acciughe Olio E Limone | Acciughe Ripiene (2),Preparazione: 20 minuti. Riposo: 12 ore. | Luogo: Giamaica. | Preparazione: 30 minuti.
albumi d uovo,Albumi D'uovo (336),1,336,335,ingredient,unmatched,,,,,,,,9,2 (130) | 3 (68) | 4 (54) | 6 (26) | 5 (24),Antipasto | Bevande | Carne | Contorno | Dessert,Alberelli Di Mandorle | Albumi A Neve Con Il Bimby | Amaretti | Amaretti (2) | Amaretti (4),Preparazione: 60 minuti. | Luogo: Russia. | Luogo: Francia.
pancetta,Pancetta (333),1,333,331,ingredient,unmatched,,,,,,,,11,50 G (95) | 100 G (71) | 150 G (15) | 30 G (15) | 60 G (13),Antipasto | Carne | Contorno | Pesce | Pollame,Agnello Alla Valtellinese | Agnolini In Brodo | Alzavole Allo Spiedo | Anatra Ai Funghi | Anatra Con Crauti,Luogo: Valtellina. | Luogo: Lombardia. Luogo: Mantova. | Preparazione: 90 minuti.
pasta tipo spaghetti,Pasta Tipo Spaghetti (328),1,328,328,ingredient,unmatched,,,,,,,,1,400 G (110) | 350 G (60) | 500 G (41) | 300 G (22) | 320 G (19),Contorno | Pesce | Primo,Bigoli Con Le Sardelle | Carbonara Con Zucchine | Carbonara Speciale | Cartoccio Del Marinaio | Falsa Granceola Alla Triestina,Luogo: Friuli. Luogo: Trieste. Preparazione: 30 minuti. | Luogo: Campania. Luogo: Sorrento. | Preparazione: 30 minuti.
miele,Miele (327),1,327,327,ingredient,exact,Miele,,local-seed,304,0.3,0,82.4,48,1 Cucchiaio (45) | 2 Cucchiai (34) | 1 Cucchiaino (20) | 4 Cucchiai (15) | 100 G (15),Antipasto | Bevande | Carne | Contorno | Dessert,Aceto Al Miele | Albicocche Con Gelato Di Vaniglia | Alfajores | Ali Di Pollo Alla Cinese | Alici Allinguate Su Caponata Al Miele,Luogo: Argentina. | Luogo: Cina. | Luogo: Grecia. Luogo: Creta.
olive nere,Olive Nere (326),1,326,326,ingredient,unmatched,,,,,,,,29,100 G (50) | 50 G (43) | 10 (19) | 150 G (16) | 12 (13),Antipasto | Carne | Contorno | Pesce | Pollame,Agnello Alla Cacciatora | Aguglia Alla Sicula | Aguglie Alla Siciliana | Alici Allinguate Su Caponata Al Miele | Alici Farcite Con Insalata,Luogo: Sicilia. | Luogo: Romania. | Luogo: Portogallo.
per completare,Per Completare: (324) | Per Completare (1),2,325,325,section-label,section-label,,,,,,,,0,,Antipasto | Bevande | Dessert | Primo | Salsa,Abricot Tropicale | Afternoon Cocktail | Alleluia | Alto (2) | Alto (3),Luogo: Svizzera. | Luogo: Toscana. | Luogo: Cuba.
carciofi,Carciofi (321),1,321,320,ingredient,unmatched,,,,,,,,218,4 (75) | 2 (55) | 8 (48) | 6 (47) | 3 (27),Antipasto | Carne | Contorno | Pesce | Pollame,"Agnello Con Carciofi | Agnello Con Carciofi (2) | Agnello Con Carciofi In Fricassea | Agnello Con Patate, Carciofi E Patate | Aliciotti Con Carciofi",Luogo: Liguria. | Luogo: Lazio. Luogo: Roma. | Luogo: Grecia.
vaniglia,Vaniglia (316),1,316,313,ingredient,unmatched,,,,,,,,17,1 Stecca (89) | 1 Bustina (43) | 1 Baccello (40) | 1/2 Stecca (24) | 1 Cucchiaino (9),Antipasto | Bevande | Contorno | Dessert | Primo,Alchermes | Anello Caramellato | Angelica | Arance Ripiene Di Crema | Base Per Gelati Alla Vaniglia E Alla Crema,Luogo: Piemonte. Luogo: Vercelli. Preparazione e cottura: 60 minuti. Riposo della pasta: 6 ore. | Luogo: Piemonte. | Preparazione: 90 minuti.
senape,Senape (313),1,313,313,ingredient,unmatched,,,,,,,,9,1 Cucchiaio (78) | 1 Cucchiaino (76) | 2 Cucchiai (29) | 2 Cucchiaini (18) | 1/2 Cucchiaino (11),Antipasto | Carne | Contorno | Dessert | Pesce,Aceto Di Cognac Fatto In Casa | Antipasto Alla Francese | Antipasto Di Avocado | Antipasto Di Pesce Crudo | Antipasto Di Pomodori Alla Valacca,Luogo: Francia. | Luogo: Giappone. | Luogo: Giamaica.
ghiaccio,Ghiaccio (311),1,311,311,ingredient,unmatched,,,,,,,,0,4 Cubetti (74) | 5 Cubetti (51) | 3 Cubetti (31) | 2 Cubetti (23) | Alcuni Cubetti (21),Antipasto | Bevande | Carne | Dessert | Primo,Adonis (3) | Affinity (5) | After Dinner | Alaska (5) | Alberto Sordi,Preparazione: 45 minuti. | Luogo: Cuba. | Luogo: Spagna.
formaggio pecorino grattugiato,Formaggio Pecorino Grattugiato (308),1,308,308,ingredient,unmatched,,,,,,,,0,50 G (40) | 100 G (32) | 2 Cucchiai (25) | 70 G (16) | 4 Cucchiai (13),Antipasto | Carne | Contorno | Dessert | Pesce,Antipasto Di Bianchetti | Arancini Di Risu O' Ragù | Bavette Al Pesto Di Broccoli Siciliani | Braciole Di Vitello | Braciolette Di Alici,Luogo: Sicilia. Luogo: Catania. | Luogo: Calabria. | Luogo: Sicilia.
pancarre,Pancarré (307),1,307,307,ingredient,unmatched,,,,,,,,9,4 Fette (61) | 8 Fette (45) | 2 Fette (34) | Alcune Fette (26) | 6 Fette (20),Antipasto | Carne | Contorno | Dessert | Pesce,"Acciughe Alla Siciliana | Albicocche Al Tegamino | Anguilla In Foglie Di Vite | Antipasto Di Caviale | Antipasto Di Sedano, Noci E Formaggio",Luogo: Sicilia. | Preparazione: 10 minuti. Calorie: 465. | Luogo: Stati Uniti. Luogo: Regno Unito. Preparazione: 15 minuti.
pomodori maturi,Pomodori Maturi (299),1,299,299,ingredient,unmatched,,,,,,,,1,2 (62) | 4 (45) | 400 G (29) | 500 G (29) | 3 (29),Antipasto | Bevande | Carne | Contorno | Pesce,Acciughe Alla Siciliana | Agghiotta Di Pesce Spada (2) | Alici Alla Silvana | Anatra Al Rosso | Anguilla Ai Peperoni,Luogo: Sicilia. | Luogo: Stati Uniti. Luogo: California. | Luogo: Spagna. Luogo: Catalogna.
zucchero semolato,Zucchero Semolato (286),1,286,273,ingredient,unmatched,,,,,,,,3,100 G (36) | 150 G (22) | 50 G (21) | 200 G (20) | 125 G (13),Antipasto | Bevande | Contorno | Dessert | Pesce,Alberelli Di Mandorle | Amandin Con Mandorle E Arance | Anguria Al Cognac | Apfelpfannkuchen | Aspic Di Frutta Di Sottobosco,Preparazione: 90 minuti. | Luogo: Calabria. Preparazione: 90 minuti. | Preparazione: 25 minuti. Cottura: 5 minuti. Calorie: 172.
pepe nero,Pepe Nero (285),1,285,281,ingredient,unmatched,,,,,,,,3,1 Macinata (20) | 1 Pizzico (18) | 1 Presa (10) | Alcuni Grani (8) | 10 Grani (7),Antipasto | Bevande | Carne | Contorno | Dessert,Acciughe Alla Povera (3) | Aceto Agli Aromi Misti | Aceto Al Limone (4) | Aceto Alla Cipolla | Aceto Alla Lavanda (3),Luogo: Belgio. | Luogo: Turchia. | Luogo: Trentino-Alto Adige. Luogo: Trentino.
vaniglina,Vaniglina (285),1,285,281,ingredient,unmatched,,,,,,,,3,1 Bustina (173) | 1/2 Bustina (27) | 1 Pizzico (14) | 1 Busta (5) | 2 Bustine (5),Antipasto | Bevande | Dessert | Salsa,Alberello Di Nutella | Babà (2) | Bacetti Di Nina | Baci Di Dama (3) | Baci Di Dama (4),Luogo: Ciociaria. Luogo: Lazio. | Preparazione: 45 minuti. | Luogo: Austria.
maggiorana,Maggiorana (279),1,279,278,ingredient,unmatched,,,,,,,,6,1 Pizzico (28) | 1 Rametto (19) | Alcune Foglie (13) | 2 Rametti (11) | 1 Mazzetto (10),Antipasto | Bevande | Carne | Contorno | Dessert,Abbacchio Brodettato | Aceto Agli Aromi (2) | Aceto Alle Erbe Aromatiche | Aceto Alle Spezie | Agnellone Con Riso,Luogo: Ungheria. | Luogo: Campania. | Cottura: 30 minuti. Preparazione: 120 minuti.
succo d ananas,Succo D'ananas (278),1,278,277,ingredient,unmatched,,,,,,,,52,1/4 (30) | 1/3 (25) | 1/6 (21) | 1/5 (19) | 1/4 Bicchiere (19),Bevande | Carne | Dessert | Pesce | Salsa,57 Chevy | Acapulco (2) | Acapulco (4) | Acapulco Gold | Adam (2),Luogo: Brasile. | Luogo: Messico.
insalata lattuga,Insalata Lattuga (277),1,277,277,ingredient,unmatched,,,,,,,,55,1 Cespo (59) | 1 Cuore (30) | Alcune Foglie (28) | 1 (14) | 4 Foglie (12),Antipasto | Bevande | Carne | Contorno | Pesce,Abaloni Alla Californiana | Antipasto All'italiana (2) | Antipasto Di Aragosta In Bellavista | Antipasto Di Patate E Frutti Di Mare | Antipasto Di Verdure,Luogo: Stati Uniti. Luogo: California. | Cottura: 35 minuti. Preparazione: 20 minuti. | Preparazione: 20 minuti. Cottura: 10 minuti.
brodo vegetale,Brodo Vegetale (272),1,272,272,ingredient,exact,Brodo vegetale,,local-seed,6,0.3,0.2,0.8,6,100 Cl (44) | 50 Cl (26) | 150 Cl (15) | 1/2 Bicchiere (11) | 1 Bicchiere (8),Antipasto | Carne | Contorno | Pesce | Pollame,Agnello Con Carciofi (2) | Agnello Con Verdure (2) | Anelli Siciliani In Zuppa Alla Piemontese | Anello Al Curry | Arancini Alla Palermitana,Preparazione: 10 minuti. Cottura: 40 minuti. Calorie: 534. | Preparazione: 40 minuti. | Preparazione: 60 minuti.
acciughe,Acciughe (268),1,268,268,ingredient,unmatched,,,,,,,,74,2 (68) | 4 (42) | 3 (33) | 500 G (10) | 600 G (10),Antipasto | Carne | Contorno | Pesce | Pollame,Abbacchio Alla Romana | Acciughe Al Forno | Acciughe Al Limone | Acciughe Al Limone (4) | Acciughe Al Limone (5),Luogo: Piemonte. Luogo: Verbano-Cusio-Ossola. Luogo: Biella. Luogo: Asti. Luogo: Vercelli. Preparazione: 30 minuti. | Luogo: Liguria. Luogo: Sanremo. Luogo: Imperia. Preparazione: 150 minuti. | Luogo: Sicilia.
salsa di pomodoro,Salsa Di Pomodoro (261),1,261,260,ingredient,unmatched,,,,,,,,7,2 Cucchiai (45) | 1 Cucchiaio (34) | 3 Cucchiai (14) | 1 Tazza (11) | 200 G (9),Antipasto | Carne | Contorno | Dessert | Pesce,Agnello Alle Olive | Agnello Con Piselli | Anatra Ai Funghi | Anello Al Prosciutto Con Salsa Di Funghi | Anguilla Alla Maniera Di Comacchio,Luogo: Emilia-Romagna. | Luogo: Sicilia. Luogo: Siracusa. Luogo: Enna. Luogo: Caltanissetta. Luogo: Messina. Preparazione: 60 minuti. | Luogo: Marche. Luogo: Ancona.
per il ripieno,Per Il Ripieno: (258) | Per Il Ripieno (1),2,259,259,section-label,section-label,,,,,,,,0,,Antipasto | Carne | Contorno | Dessert | Pesce,Agnolotti Al Sugo D'arrosto | Agnolotti Alla Piemontese | Agnolotti Alla Piemontese (2) | Agnolotti Cavour | Agnolotti Di Alessandria,Luogo: Piemonte. Luogo: Alba. Preparazione: 240 minuti. Cottura: 4 minuti. | Luogo: Piemonte. | Luogo: Lombardia. Luogo: Mantova.
lievito,Lievito (258),1,258,256,ingredient,unmatched,,,,,,,,0,1 Bustina (127) | 1/2 Bustina (30) | 1 Cucchiaino (14) | 10 G (9) | 2 Cucchiaini (7),Antipasto | Bevande | Contorno | Dessert | Pesce,Alfajores | Antiche Gallette Marinare | Babà | Banana E Bauletto | Bignè Di Zucca Con Salsa Di Nutella,Luogo: Argentina. | Luogo: Calabria. Preparazione: 90 minuti. | Luogo: Irlanda.
melanzane,Melanzane (258),1,258,258,ingredient,unmatched,,,,,,,,194,2 (66) | 3 (42) | 4 (40) | 1000 G (21) | 500 G (14),Antipasto | Bevande | Carne | Contorno | Pesce,A Tutto Tonno | Antipasto Del Vegetariano | Antipasto Di Melanzane | Antipasto Di Melanzane (2) | Antipasto Di Melanzane (3),Luogo: Medio Oriente. | Preparazione: 70 minuti. | Luogo: Romania.
zafferano,Zafferano (258),1,258,256,ingredient,unmatched,,,,,,,,48,1 Bustina (112) | 1 Pizzico (23) | 2 Bustine (17) | 1/2 Bustina (8) | Alcuni Stimmi (6),Antipasto | Bevande | Carne | Contorno | Dessert,Agoni In Carpione Alla Lombarda | Aragosta Alla Catalana (2) | Aragosta Alla Catalana (3) | Arancine Di Riso | Arancini Alla Palermitana,Luogo: Lombardia. Luogo: Como. | Luogo: Sicilia. Luogo: Siracusa. Luogo: Enna. Luogo: Caltanissetta. Luogo: Messina. Preparazione: 60 minuti. | Luogo: Sicilia. Luogo: Catania.
olio per friggere,Olio Per Friggere (254),1,254,254,ingredient,unmatched,,,,,,,,0,Abbondante (28) | 25 Cl (3) | 1 Bicchiere (1) | 6 Cucchiai (1) | Poco (1),Antipasto | Bevande | Carne | Contorno | Dessert,"Abbacchio Dorato | Acciughe Fritte Con Peperonata, Lattuga Rossa E Caprino | Acciughe In Saor | Acciughe Marinate Alla Sambenedettese | Agnello Fritto",Preparazione: 10 minuti. Cottura: 6 o 8 minuti. | Preparazione: 10 minuti. Cottura: 40 minuti. | Preparazione: 15 minuti. Cottura: 20 minuti.
ananas,Ananas (253),1,253,249,ingredient,unmatched,,,,,,,,31,Alcuni Cubetti (42) | 1 Cubetto (34) | 1 (27) | 1 Fetta (20) | 2 Fette (13),Antipasto | Bevande | Carne | Contorno | Dessert,Acapulco | Acapulco (2) | Acapulco (4) | Adam (2) | Afrodite,Preparazione: 30 minuti. | Luogo: Melanesia. Luogo: Vanuatu. | Luogo: Cina.
